"","gene_id","SYMBOL","coding_length","DESCRIPTION","GENEBIOTYPE","SEQCOORDSYSTEM","ENTREZID","WT_0H_DNA2","WT_120H_DNA2","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000071533","ENSMUSG00000071533","Pcnp",3115,"PEST proteolytic signal containing nuclear protein [Source:MGI Symbol;Acc:MGI:1923552]","protein_coding","chromosome","76302",17.8701654661532,12.7973003127134,-0.530345714804448,5.5948057182144,20.9014022703527,0.000432724394775969,0.00163990573008379
"ENSMUSG00000024294","ENSMUSG00000024294","Mib1",10937,"mindbomb E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:2443157]","protein_coding","chromosome","225164",11.4267588489253,15.6797752383773,0.402671623300773,7.21126348079726,20.8906970289716,0.000433692617338294,0.00164268810619931
"ENSMUSG00000057236","ENSMUSG00000057236","Rbbp4",8744,"retinoblastoma binding protein 4, chromatin remodeling factor [Source:MGI Symbol;Acc:MGI:1194912]","protein_coding","chromosome","19646",12.6015045888739,9.44474100208289,-0.467590914475956,6.60279390653562,20.8887451553023,0.000433869419501636,0.00164268810619931
"ENSMUSG00000038658","ENSMUSG00000038658","Ric1",10727,"RAB6A GEF complex partner 1 [Source:MGI Symbol;Acc:MGI:1924893]","protein_coding","chromosome","226089",6.1281878365003,4.68682324733241,-0.438344095301036,5.86971031676831,20.8887095081772,0.000433872649212133,0.00164268810619931
"ENSMUSG00000027878","ENSMUSG00000027878","Notch2",10782,"notch 2 [Source:MGI Symbol;Acc:MGI:97364]","protein_coding","chromosome","18129",29.2399625042267,22.0811745057252,-0.454462523884745,8.12022130799648,20.8882370467089,0.000433915457895367,0.00164268810619931
"ENSMUSG00000018572","ENSMUSG00000018572","Phf23",3273,"PHD finger protein 23 [Source:MGI Symbol;Acc:MGI:1925496]","protein_coding","chromosome","78246",5.92277288731093,9.24753233427194,0.59374103983694,4.64179125403045,20.8833182444007,0.000434361427109053,0.00164394369596905
"ENSMUSG00000033208","ENSMUSG00000033208","S100b",1484,"S100 protein, beta polypeptide, neural [Source:MGI Symbol;Acc:MGI:98217]","protein_coding","chromosome","20203",0.0831469426275489,1.12695399991341,3.5714522398502,0.0825052511870158,20.8611184586324,0.000436380740222426,0.00165115175108627
"ENSMUSG00000057497","ENSMUSG00000057497","Fam136a",2702,"family with sequence similarity 136, member A [Source:MGI Symbol;Acc:MGI:1913738]","protein_coding","chromosome","66488",6.21762648276789,3.4940661349247,-0.880171760804227,3.7527681798559,20.8574352755293,0.000436716804854328,0.0016519887131549
"ENSMUSG00000057914","ENSMUSG00000057914","Cacnb2",13228,"calcium channel, voltage-dependent, beta 2 subunit [Source:MGI Symbol;Acc:MGI:894644]","protein_coding","chromosome","12296",1.0331516329205,0.264947729583203,-2.01357285784877,3.16062322513124,26.6387822250874,0.000436863393865631,0.00165210868539982
"ENSMUSG00000057367","ENSMUSG00000057367","Birc2",4580,"baculoviral IAP repeat-containing 2 [Source:MGI Symbol;Acc:MGI:1197009]","protein_coding","chromosome","11797",6.87596222838512,4.86239244529114,-0.553027391009533,4.76859364678588,20.8493739620795,0.000437453378070487,0.00165390496409299
"ENSMUSG00000116307","ENSMUSG00000116307","Gm49490",475,"predicted gene, 49490 [Source:MGI Symbol;Acc:MGI:6155166]","lncRNA","chromosome",NA,0.710750813964447,4.33050061161025,2.51359758506191,0.437581446759257,20.8445659470628,0.000437893370331559,0.00165513336454888
"ENSMUSG00000024197","ENSMUSG00000024197","Plin3",3786,"perilipin 3 [Source:MGI Symbol;Acc:MGI:1914155]","protein_coding","chromosome","66905",3.34424467424404,6.05018022324502,0.805419845392635,4.16539045666109,20.835501229108,0.000438724282396834,0.0016578383156677
"ENSMUSG00000049001","ENSMUSG00000049001","Ndnf",10114,"neuron-derived neurotrophic factor [Source:MGI Symbol;Acc:MGI:1915419]","protein_coding","chromosome","68169",0.536042808878474,5.12291292229422,3.20641268380924,4.82136994132658,54.012542150389,0.000442365409830177,0.001671158214914
"ENSMUSG00000023977","ENSMUSG00000023977","Ubr2",9814,"ubiquitin protein ligase E3 component n-recognin 2 [Source:MGI Symbol;Acc:MGI:1861099]","protein_coding","chromosome","224826",12.8614635137219,17.6658674257999,0.406830089358046,7.2276227905159,20.7933888466627,0.000442608248694283,0.00167163651069359
"ENSMUSG00000024780","ENSMUSG00000024780","Cdc37l1",12214,"cell division cycle 37-like 1 [Source:MGI Symbol;Acc:MGI:1914322]","protein_coding","chromosome","67072",6.31733105779429,4.73429190455102,-0.468721339991176,6.09014927615591,20.7880128012721,0.000443106902739002,0.00167308046080134
"ENSMUSG00000028763","ENSMUSG00000028763","Hspg2",14739,"perlecan (heparan sulfate proteoglycan 2) [Source:MGI Symbol;Acc:MGI:96257]","protein_coding","chromosome","15530",182.651489807732,129.614728671542,-0.546717501941901,11.1753993632013,20.7829049421278,0.000443581277408153,0.00167443200306668
"ENSMUSG00000020695","ENSMUSG00000020695","Mrc2",6674,"mannose receptor, C type 2 [Source:MGI Symbol;Acc:MGI:107818]","protein_coding","chromosome","17534",1.62288897072659,7.45740202565201,2.13129790194636,4.90114053050803,42.2890164361761,0.000444672394745879,0.00167811030733016
"ENSMUSG00000022750","ENSMUSG00000022750","Klhl22",5234,"kelch-like 22 [Source:MGI Symbol;Acc:MGI:1337995]","protein_coding","chromosome","224023",6.25075492187093,4.19743867741989,-0.627736630174003,4.79571797161524,20.7666759501134,0.00044509235311534,0.0016790785151149
"ENSMUSG00000056014","ENSMUSG00000056014","A430033K04Rik",4097,"RIKEN cDNA A430033K04 gene [Source:MGI Symbol;Acc:MGI:3583896]","protein_coding","chromosome","243308",2.17607445795011,0.997274076299531,-1.17297647314604,2.76622959809056,20.7659246233554,0.0004451624515459,0.0016790785151149
"ENSMUSG00000038248","ENSMUSG00000038248","Sobp",5529,"sine oculis binding protein [Source:MGI Symbol;Acc:MGI:1924427]","protein_coding","chromosome","109205",9.22815322959375,6.77334538294054,-0.499846156306266,5.48016915748654,20.7584529158794,0.000445860246875808,0.0016812695518007
"ENSMUSG00000038903","ENSMUSG00000038903","Ccdc68",2440,"coiled-coil domain containing 68 [Source:MGI Symbol;Acc:MGI:3612676]","protein_coding","chromosome","381175",4.34079274727303,0.885251733803905,-2.354081200257,2.74341244015909,26.2914261366975,0.000446067901429314,0.00168161167977887
"ENSMUSG00000032712","ENSMUSG00000032712","Resf1",9629,"retroelement silencing factor 1 [Source:MGI Symbol;Acc:MGI:1914496]","protein_coding","chromosome","67246",1.62279394196984,2.97099669243068,0.817925730641094,4.46730151423808,20.8355085781539,0.000448132803071182,0.00168895334742394
"ENSMUSG00000102523","ENSMUSG00000102523","Gm37783",1856,"predicted gene, 37783 [Source:MGI Symbol;Acc:MGI:5611011]","TEC","chromosome",NA,0.248392466187812,1.48808426608896,2.49982105883916,0.815160854928777,20.7275793251777,0.00044875689793565,0.00169086238043241
"ENSMUSG00000033499","ENSMUSG00000033499","Larp4b",8464,"La ribonucleoprotein domain family, member 4B [Source:MGI Symbol;Acc:MGI:106330]","protein_coding","chromosome","217980",10.1853188048965,14.2642254424219,0.436798761232571,6.69630754809469,20.7085277017693,0.000450555130254046,0.00169719326435665
"ENSMUSG00000035064","ENSMUSG00000035064","Eef2k",7408,"eukaryotic elongation factor-2 kinase [Source:MGI Symbol;Acc:MGI:1195261]","protein_coding","chromosome","13631",1.26252783526174,2.26367042404719,0.793240320947403,3.72371813913042,20.7034978836165,0.000451031257635311,0.00169854190817257
"ENSMUSG00000028560","ENSMUSG00000028560","Usp1",3733,"ubiquitin specific peptidase 1 [Source:MGI Symbol;Acc:MGI:2385198]","protein_coding","chromosome","230484",8.5994461626244,5.53577795029966,-0.694383582604217,4.74024135276244,20.6991169933497,0.000451446426491471,0.00169966034183255
"ENSMUSG00000030682","ENSMUSG00000030682","Cdipt",2592,"CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase) [Source:MGI Symbol;Acc:MGI:105491]","protein_coding","chromosome","52858",7.77420149921935,12.3732412455395,0.621213367320441,4.7149551269954,20.6814578631206,0.00045312439376804,0.00170539449300943
"ENSMUSG00000031344","ENSMUSG00000031344","Gabrq",5352,"gamma-aminobutyric acid (GABA) A receptor, subunit theta [Source:MGI Symbol;Acc:MGI:1888498]","protein_coding","chromosome","57249",0.520459019576057,0.0572077590648471,-3.20860361940258,0.833209328782508,20.6805943254851,0.00045320662997372,0.00170539449300943
"ENSMUSG00000028047","ENSMUSG00000028047","Thbs3",4823,"thrombospondin 3 [Source:MGI Symbol;Acc:MGI:98739]","protein_coding","chromosome","21827",0.392628326442067,1.48386179324626,1.84146310688549,2.21535355161414,20.791353566255,0.000453673789563041,0.00170670584396957
"ENSMUSG00000006143","ENSMUSG00000006143","Upk3bl",1303,"uroplakin 3B-like [Source:MGI Symbol;Acc:MGI:1916915]","protein_coding","chromosome","69665",2.97402149172989,0.691117989861995,-2.13208719049947,1.41620864379889,20.669547577059,0.000454260140723438,0.00170842904298308
"ENSMUSG00000002660","ENSMUSG00000002660","Clpp",1223,"caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:MGI Symbol;Acc:MGI:1858213]","protein_coding","chromosome","53895",11.7500208191499,6.86048718209013,-0.828620432443691,3.54576827966831,20.6684033262673,0.000454369426325286,0.00170842904298308
"ENSMUSG00000055491","ENSMUSG00000055491","Pprc1",6284,"peroxisome proliferative activated receptor, gamma, coactivator-related 1 [Source:MGI Symbol;Acc:MGI:2385096]","protein_coding","chromosome","226169",5.262325068221,7.63679418737924,0.488101317785546,5.34678823444394,20.6600012447446,0.000455172819020112,0.00171100247860618
"ENSMUSG00000018677","ENSMUSG00000018677","Slc25a39",2756,"solute carrier family 25, member 39 [Source:MGI Symbol;Acc:MGI:1196386]","protein_coding","chromosome","68066",22.2854490968619,15.556100621833,-0.571435531414419,5.72141342898113,20.6575667512188,0.000455405905063151,0.0017114313369789
"ENSMUSG00000058317","ENSMUSG00000058317","Ube2e2",4628,"ubiquitin-conjugating enzyme E2E 2 [Source:MGI Symbol;Acc:MGI:2384997]","protein_coding","chromosome","218793",4.89624976466436,3.17590140052242,-0.6731502976068,4.24829542343996,20.6454253128415,0.000456570407491195,0.00171535935228275
"ENSMUSG00000029125","ENSMUSG00000029125","Stx18",4593,"syntaxin 18 [Source:MGI Symbol;Acc:MGI:1918366]","protein_coding","chromosome","71116",6.93369493973145,4.79852056049239,-0.581375085908586,4.77051104730227,20.6428505902047,0.00045681779085888,0.00171584055056997
"ENSMUSG00000027966","ENSMUSG00000027966","Col11a1",12744,"collagen, type XI, alpha 1 [Source:MGI Symbol;Acc:MGI:88446]","protein_coding","chromosome","12814",0.74069953171092,2.44278774286829,1.64968981355271,4.33015887920882,30.6049616122199,0.00045770453833398,0.00171872236822958
"ENSMUSG00000069920","ENSMUSG00000069920","B3gnt9",2516,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9 [Source:MGI Symbol;Acc:MGI:2142841]","protein_coding","chromosome","97440",0.109641514935938,0.937907339625016,2.96679917759621,0.55634127518915,20.6219112094412,0.000458835390631881,0.00172251907806518
"ENSMUSG00000030759","ENSMUSG00000030759","Far1",8055,"fatty acyl CoA reductase 1 [Source:MGI Symbol;Acc:MGI:1914670]","protein_coding","chromosome","67420",5.40368461273559,7.87973881574645,0.486373479572059,5.74160199828656,20.6129878425656,0.000459698295743223,0.0017250425909751
"ENSMUSG00000018921","ENSMUSG00000018921","Pelp1",3561,"proline, glutamic acid and leucine rich protein 1 [Source:MGI Symbol;Acc:MGI:1922523]","protein_coding","chromosome","75273",6.1849458440361,9.53528989406999,0.573271783015855,4.81609906448761,20.6124798069195,0.000459747479572211,0.0017250425909751
"ENSMUSG00000020464","ENSMUSG00000020464","Pnpt1",3516,"polyribonucleotide nucleotidyltransferase 1 [Source:MGI Symbol;Acc:MGI:1918951]","protein_coding","chromosome","71701",3.21005815168105,5.96753761639562,0.849772160705648,4.02012865310419,20.6108548993987,0.00045990483021482,0.00172518290770724
"ENSMUSG00000096035","ENSMUSG00000096035","Odaph",3506,"odontogenesis associated phosphoprotein [Source:MGI Symbol;Acc:MGI:2685891]","protein_coding","chromosome","381651",0,0.753097350252506,7.70779274801382,0.56014175659645,28.2457883085473,0.00046058875027015,0.00172729788953984
"ENSMUSG00000020152","ENSMUSG00000020152","Actr2",5204,"ARP2 actin-related protein 2 [Source:MGI Symbol;Acc:MGI:1913963]","protein_coding","chromosome","66713",14.1789808860229,21.5535746442082,0.548136621555804,6.53738766544587,20.6451629021095,0.000466292511227109,0.0017474953923944
"ENSMUSG00000054808","ENSMUSG00000054808","Actn4",6127,"actinin alpha 4 [Source:MGI Symbol;Acc:MGI:1890773]","protein_coding","chromosome","60595",35.936509331414,54.3564672518337,0.541927659252269,8.10926453362428,20.5453599660294,0.000466298793614584,0.0017474953923944
"ENSMUSG00000027778","ENSMUSG00000027778","Ift80",12428,"intraflagellar transport 80 [Source:MGI Symbol;Acc:MGI:1915509]","protein_coding","chromosome","68259",1.81259477280709,1.15400856867017,-0.706647625353688,4.23016276658438,20.5440145794927,0.00046643120058837,0.0017474953923944
"ENSMUSG00000027406","ENSMUSG00000027406","Idh3b",3422,"isocitrate dehydrogenase 3 (NAD+) beta [Source:MGI Symbol;Acc:MGI:2158650]","protein_coding","chromosome","170718",13.246058763821,9.76855140376573,-0.489173967965905,5.31560561398348,20.5437169977919,0.000466460493074822,0.0017474953923944
"ENSMUSG00000026023","ENSMUSG00000026023","Cdk15",2507,"cyclin-dependent kinase 15 [Source:MGI Symbol;Acc:MGI:3583944]","protein_coding","chromosome","271697",0.473835758637154,1.68192011583839,1.7752639486572,1.50518704583618,20.5389155940957,0.000466933411150892,0.00174881154145108
"ENSMUSG00000074748","ENSMUSG00000074748","Atxn7l3b",3572,"ataxin 7-like 3B [Source:MGI Symbol;Acc:MGI:1914971]","protein_coding","chromosome","382423",13.0598170296239,9.27826812563248,-0.54859843624652,5.33220156956161,20.526400282284,0.000468168700354698,0.00175295706618886
"ENSMUSG00000041084","ENSMUSG00000041084","Ostc",2751,"oligosaccharyltransferase complex subunit (non-catalytic) [Source:MGI Symbol;Acc:MGI:1913607]","protein_coding","chromosome","66357",11.4977378097288,17.4829818144826,0.5527578684888,5.32028823276476,20.5252336622375,0.000468284038958255,0.00175295706618886
"ENSMUSG00000026914","ENSMUSG00000026914","Psmd14",2820,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14 [Source:MGI Symbol;Acc:MGI:1913284]","protein_coding","chromosome","59029",5.42347472704492,8.81631853750812,0.64422880442869,4.33406102796502,20.5166374484888,0.000469134913064025,0.00175552716885333
"ENSMUSG00000020326","ENSMUSG00000020326","Ccng1",3512,"cyclin G1 [Source:MGI Symbol;Acc:MGI:102890]","protein_coding","chromosome","12450",23.7479704068702,17.8077277434999,-0.472351095502182,6.19771592772729,20.515831856529,0.000469214743225712,0.00175552716885333
"ENSMUSG00000029538","ENSMUSG00000029538","Srsf9",1653,"serine/arginine-rich splicing factor 9 [Source:MGI Symbol;Acc:MGI:104896]","protein_coding","chromosome","108014",17.3452636724492,26.9635961665549,0.578942322636436,5.19630828072371,20.4902531820442,0.000471757571534343,0.00176450131203434
"ENSMUSG00000113629","ENSMUSG00000113629","Gm48558",983,"predicted gene, 48558 [Source:MGI Symbol;Acc:MGI:6098113]","lncRNA","chromosome",NA,1.61682935734929,0.104670111475497,-3.85425841604731,0.109965308929983,20.4892390282539,0.000471858715483525,0.00176450131203434
"ENSMUSG00000000320","ENSMUSG00000000320","Alox12",4085,"arachidonate 12-lipoxygenase [Source:MGI Symbol;Acc:MGI:87998]","protein_coding","chromosome","11684",0.549053269460605,0.0756236095778668,-2.87234137737746,0.610643863176411,20.4878224998489,0.000472000030780763,0.00176457094949024
"ENSMUSG00000020024","ENSMUSG00000020024","Cep83",7267,"centrosomal protein 83 [Source:MGI Symbol;Acc:MGI:1924298]","protein_coding","chromosome","77048",1.89450189668231,3.11365236137238,0.661651457282957,4.19539543717399,20.4821881850354,0.000472562599752982,0.00176621499730961
"ENSMUSG00000051510","ENSMUSG00000051510","Mafg",5613,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein G (avian) [Source:MGI Symbol;Acc:MGI:96911]","protein_coding","chromosome","17134",17.6502656442589,13.3555412704803,-0.451125051223719,6.45599333961099,20.4794859636314,0.000472832680710274,0.00176676529331649
"ENSMUSG00000041840","ENSMUSG00000041840","Haus1",7167,"HAUS augmin-like complex, subunit 1 [Source:MGI Symbol;Acc:MGI:2385076]","protein_coding","chromosome","225745",1.34363368241418,0.608762244103986,-1.1934470947694,2.87236974615411,20.4680570815319,0.000473976928767076,0.00177058082844885
"ENSMUSG00000014748","ENSMUSG00000014748","Tex261",4088,"testis expressed gene 261 [Source:MGI Symbol;Acc:MGI:1096575]","protein_coding","chromosome","21766",7.31385064802792,10.7776602588398,0.508187030895006,5.21323466359753,20.4510467992819,0.000475685859418681,0.00177650325374175
"ENSMUSG00000032860","ENSMUSG00000032860","P2ry2",3927,"purinergic receptor P2Y, G-protein coupled 2 [Source:MGI Symbol;Acc:MGI:105107]","protein_coding","chromosome","18442",5.56172734098286,3.35162832788684,-0.780235942034403,4.16115106607445,20.4377110082544,0.000477030570312584,0.00178106273682128
"ENSMUSG00000089235","ENSMUSG00000089235","Gm23119",140,"predicted gene, 23119 [Source:MGI Symbol;Acc:MGI:5452896]","scaRNA","chromosome",NA,13.5755743647662,43.3069725009843,1.63239330015306,2.04087948795642,20.4323781643785,0.000477569524542214,0.00178261222475113
"ENSMUSG00000048582","ENSMUSG00000048582","Gja3",2963,"gap junction protein, alpha 3 [Source:MGI Symbol;Acc:MGI:95714]","protein_coding","chromosome","14611",156.699996129161,33.4198883463872,-2.27420705701199,8.16154663684747,53.3289540523959,0.000480165502841267,0.00179183712035887
"ENSMUSG00000044068","ENSMUSG00000044068","Zrsr1",4492,"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1 [Source:MGI Symbol;Acc:MGI:98885]","protein_coding","chromosome","22183",8.21745796296954,5.8602766348699,-0.543209203716283,5.00159528651446,20.4006299283099,0.000480792576098282,0.00179371175861102
"ENSMUSG00000027298","ENSMUSG00000027298","Tyro3",6198,"TYRO3 protein tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:104294]","protein_coding","chromosome","22174",1.38608104561321,2.74644773541802,0.93723787782274,3.68747330256414,20.3854706861372,0.000482340312297732,0.00179901928720591
"ENSMUSG00000032449","ENSMUSG00000032449","Slc25a36",9594,"solute carrier family 25, member 36 [Source:MGI Symbol;Acc:MGI:1924909]","protein_coding","chromosome","192287",5.85198961425079,4.23173526563954,-0.516462811521654,5.60787140626342,20.3662318139162,0.000484312797139117,0.00180590786840933
"ENSMUSG00000088789","ENSMUSG00000088789","Scarna13",275,"small Cajal body-specific RNA 1 [Source:MGI Symbol;Acc:MGI:4360027]","scaRNA","chromosome","100306943",51.2555843374077,83.3544881260229,0.652855114195704,4.22126018723929,20.3542571835399,0.000485545173076195,0.00181003387226072
"ENSMUSG00000014226","ENSMUSG00000014226","Cacybp",2390,"calcyclin binding protein [Source:MGI Symbol;Acc:MGI:1270839]","protein_coding","chromosome","12301",24.9741299275497,18.0877035247317,-0.520104003544376,5.69909721583585,20.3422882219371,0.000486780556412461,0.00181416894592486
"ENSMUSG00000025496","ENSMUSG00000025496","Drd4",3381,"dopamine receptor D4 [Source:MGI Symbol;Acc:MGI:94926]","protein_coding","chromosome","13491",1.81496759414866,0.670963450561005,-1.48080334664377,2.17052869244381,20.3265288683034,0.000488412662481554,0.00181978002896625
"ENSMUSG00000024073","ENSMUSG00000024073","Birc6",25772,"baculoviral IAP repeat-containing 6 [Source:MGI Symbol;Acc:MGI:1276108]","protein_coding","chromosome","12211",8.16233339140146,11.148549011016,0.398837621151278,7.95933725859248,20.312305857672,0.000489891041576134,0.0018248155814421
"ENSMUSG00000025873","ENSMUSG00000025873","Faf2",8135,"Fas associated factor family member 2 [Source:MGI Symbol;Acc:MGI:1923827]","protein_coding","chromosome","76577",7.14772331775903,10.5012947912237,0.505702174629623,6.16768210221066,20.3090219811193,0.000490233104753699,0.00182561691159184
"ENSMUSG00000021660","ENSMUSG00000021660","Btf3",1739,"basic transcription factor 3 [Source:MGI Symbol;Acc:MGI:1202875]","protein_coding","chromosome","218490",37.498945078236,27.4924729131006,-0.497097885099564,5.83416346445263,20.3019927986272,0.000490966215625205,0.00182787370259428
"ENSMUSG00000059005","ENSMUSG00000059005","Hnrnpa3",5396,"heterogeneous nuclear ribonucleoprotein A3 [Source:MGI Symbol;Acc:MGI:1917171]","protein_coding","chromosome","229279",30.8410228945834,43.8458574423726,0.460527014489079,7.65809423769597,20.3006776825205,0.000491103515499568,0.00182791168734855
"ENSMUSG00000042978","ENSMUSG00000042978","Sbk1",4478,"SH3-binding kinase 1 [Source:MGI Symbol;Acc:MGI:2135937]","protein_coding","chromosome","104175",1.59735217114085,2.97240774847906,0.839522554015586,3.37120928501861,20.2962013298864,0.000491571182420634,0.0018291789768625
"ENSMUSG00000032402","ENSMUSG00000032402","Smad3",5542,"SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]","protein_coding","chromosome","17127",10.7231610535048,15.5096293021766,0.479093554775713,6.18680538978842,20.293535614792,0.00049184992533713,0.00182951072167506
"ENSMUSG00000029385","ENSMUSG00000029385","Ccng2",5458,"cyclin G2 [Source:MGI Symbol;Acc:MGI:1095734]","protein_coding","chromosome","12452",1.21295609959483,2.42826592023731,0.942101464080778,3.33151167099408,20.2929159046699,0.000491914751822936,0.00182951072167506
"ENSMUSG00000026200","ENSMUSG00000026200","Glb1l",5905,"galactosidase, beta 1-like [Source:MGI Symbol;Acc:MGI:1921827]","protein_coding","chromosome","74577",1.6750485851174,2.9408723144364,0.761911203283928,3.78244509799138,20.2898085737379,0.000492239950349576,0.00183024688881272
"ENSMUSG00000029063","ENSMUSG00000029063","Nadk",3747,"NAD kinase [Source:MGI Symbol;Acc:MGI:2183149]","protein_coding","chromosome","192185",6.89906858919099,10.4052599980986,0.538277838035471,5.02352612237821,20.2708169019015,0.000494232889113172,0.00183718206544989
"ENSMUSG00000019188","ENSMUSG00000019188","H13",8884,"histocompatibility 13 [Source:MGI Symbol;Acc:MGI:95886]","protein_coding","chromosome","14950",8.15317842260543,12.4294311499681,0.558435343844508,6.51435141195059,20.5812619554258,0.000494398854278702,0.00183732411427294
"ENSMUSG00000025020","ENSMUSG00000025020","Slit1",5921,"slit guidance ligand 1 [Source:MGI Symbol;Acc:MGI:1315203]","protein_coding","chromosome","20562",0.15762673754749,0.716206929493636,2.11340205662056,1.44521519519563,20.2674272056145,0.000494589566636898,0.00183755803342079
"ENSMUSG00000032534","ENSMUSG00000032534","Cep63",9598,"centrosomal protein 63 [Source:MGI Symbol;Acc:MGI:2158560]","protein_coding","chromosome","28135",4.47755126320207,2.94914472031515,-0.66204128010677,5.17190083667888,20.2627714888075,0.000495079940663647,0.00183890488290924
"ENSMUSG00000027742","ENSMUSG00000027742","Cog6",4957,"component of oligomeric golgi complex 6 [Source:MGI Symbol;Acc:MGI:1914792]","protein_coding","chromosome","67542",5.93477069171247,4.11715877954621,-0.58022388035563,4.65773926449705,20.2574457342961,0.000495641571007182,0.00184051564013046
"ENSMUSG00000055538","ENSMUSG00000055538","Zcchc24",4557,"zinc finger, CCHC domain containing 24 [Source:MGI Symbol;Acc:MGI:1919168]","protein_coding","chromosome","71918",11.0726225330746,16.1233090562591,0.494186550570134,5.95869006156233,20.2554868692164,0.000495848327748579,0.00184080811814147
"ENSMUSG00000020231","ENSMUSG00000020231","Dip2a",8215,"disco interacting protein 2 homolog A [Source:MGI Symbol;Acc:MGI:2385920]","protein_coding","chromosome","64451",2.95102597044598,4.70522443181495,0.617708175877966,4.97810811056114,20.2536613186993,0.000496041102181539,0.00184104855008385
"ENSMUSG00000042726","ENSMUSG00000042726","Trafd1",4486,"TRAF type zinc finger domain containing 1 [Source:MGI Symbol;Acc:MGI:1923551]","protein_coding","chromosome","231712",10.1285486196732,6.56407600516956,-0.672265851153372,5.24415593511677,20.472639958051,0.000497139593985144,0.00184464954610277
"ENSMUSG00000025355","ENSMUSG00000025355","Mmp19",3533,"matrix metallopeptidase 19 [Source:MGI Symbol;Acc:MGI:1927899]","protein_coding","chromosome","58223",0.763924385371041,4.02254777797355,2.32997861370899,3.08409775438827,27.9891213778183,0.000497354193793237,0.00184496982593096
"ENSMUSG00000016496","ENSMUSG00000016496","Cd274",3622,"CD274 antigen [Source:MGI Symbol;Acc:MGI:1926446]","protein_coding","chromosome","60533",0.599693547338316,1.71401391585514,1.45155462422079,2.11263569144448,20.236404161004,0.000497867670904653,0.00184639836074026
"ENSMUSG00000035835","ENSMUSG00000035835","Plppr3",4357,"phospholipid phosphatase related 3 [Source:MGI Symbol;Acc:MGI:2388640]","protein_coding","chromosome","216152",0.229524066460183,0.920571557378556,1.93674321939654,1.40366402950274,20.2191338432825,0.000499703350014892,0.00185257378879448
"ENSMUSG00000022191","ENSMUSG00000022191","Drosha",5935,"drosha, ribonuclease type III [Source:MGI Symbol;Acc:MGI:1261425]","protein_coding","chromosome","14000",16.6935446801071,12.5687451203304,-0.460723779073173,6.45275755914075,20.2183161697427,0.000499790453380793,0.00185257378879448
"ENSMUSG00000016382","ENSMUSG00000016382","Pls3",4238,"plastin 3 (T-isoform) [Source:MGI Symbol;Acc:MGI:104807]","protein_coding","chromosome","102866",13.6542588421829,20.6331497947062,0.539364954109323,6.18350353229981,20.1973996079731,0.000502024531734413,0.00186037537114257
"ENSMUSG00000052676","ENSMUSG00000052676","Zmat1",5391,"zinc finger, matrin type 1 [Source:MGI Symbol;Acc:MGI:2442284]","protein_coding","chromosome","215693",2.90479823689809,1.65906887149723,-0.85852585813911,3.65761836124177,20.1609957052234,0.000505940135571163,0.00187440263518404
"ENSMUSG00000031403","ENSMUSG00000031403","Dkc1",4121,"dyskeratosis congenita 1, dyskerin [Source:MGI Symbol;Acc:MGI:1861727]","protein_coding","chromosome","245474",5.29253901196124,3.49310304487781,-0.655190013467135,4.20425711050503,20.1530846102207,0.000506795673423907,0.0018767827107913
"ENSMUSG00000054302","ENSMUSG00000054302","Eapp",4448,"E2F-associated phosphoprotein [Source:MGI Symbol;Acc:MGI:1913516]","protein_coding","chromosome","66266",7.65904009965369,5.55360852738228,-0.517233757494795,4.89499134994519,20.1526422788332,0.000506843557830163,0.0018767827107913
"ENSMUSG00000025862","ENSMUSG00000025862","Stag2",8273,"stromal antigen 2 [Source:MGI Symbol;Acc:MGI:1098583]","protein_coding","chromosome","20843",12.0759998400983,9.20451124271883,-0.442419706539556,6.47078145635507,20.1332614959738,0.000508946713923165,0.00188392065937437
"ENSMUSG00000001380","ENSMUSG00000001380","Hars",2447,"histidyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:108087]","protein_coding","chromosome","15115",9.12643813746191,13.9449486612304,0.561248466123621,4.82564733234796,20.1324663556123,0.00050903321390132,0.00188392065937437
"ENSMUSG00000029752","ENSMUSG00000029752","Asns",2735,"asparagine synthetase [Source:MGI Symbol;Acc:MGI:1350929]","protein_coding","chromosome","27053",0.507451034798361,1.75610003258045,1.72470382086415,1.6929158309547,20.1130778318654,0.000511147630787844,0.00189125938409848
"ENSMUSG00000067049","ENSMUSG00000067049","Unc93a",2995,"unc-93 homolog A [Source:MGI Symbol;Acc:MGI:1933250]","protein_coding","chromosome","381058",0.0821198325981055,0.613490312236789,2.80116347143878,0.259021327591472,20.0834414262924,0.000514399104283061,0.0019028003903804
